text,home_team,away_team,result,result_text,home_score,away_score,date,sport,league
本場basketball比賽由公牛主場迎戰勇士。 公牛近期狀態不佳，勇士近期狀態不佳。 公牛目前排名第6位，勇士排名第3位。 雙方過去4次交手，公牛獲勝4場，平局0場，勇士獲勝0場。 公牛有10名主力球員可以出戰，勇士有11名主力球員可以出戰。 公牛目前有0名球員受傷，勇士有2名球員受傷。 比賽當天天氣為晴天，氣溫約7.8度。 根據賠率，公牛被看好獲勝。,公牛,勇士,1,平局,1,1,2024-09-04,basketball,nba
本場basketball比賽由勇士主場迎戰熱火。 勇士近期狀態不佳，熱火近期狀態不佳。 勇士目前排名第3位，熱火排名第5位。 雙方過去7次交手，勇士獲勝2場，平局1場，熱火獲勝4場。 勇士有10名主力球員可以出戰，熱火有8名主力球員可以出戰。 勇士目前有1名球員受傷，熱火有0名球員受傷。 比賽當天天氣為強風，氣溫約18.2度。 根據賠率，勇士被看好獲勝。,勇士,熱火,1,平局,2,2,2024-08-09,basketball,nba
本場basketball比賽由熱火主場迎戰公牛。 熱火近期狀態不佳，公牛近期狀態不佳。 熱火目前排名第5位，公牛排名第6位。 雙方過去7次交手，熱火獲勝5場，平局0場，公牛獲勝2場。 熱火有11名主力球員可以出戰，公牛有9名主力球員可以出戰。 熱火目前有1名球員受傷，公牛有1名球員受傷。 比賽當天天氣為強風，氣溫約27.9度。 根據賠率，熱火被看好獲勝。,熱火,公牛,2,主勝,2,1,2025-05-09,basketball,nba
本場basketball比賽由湖人主場迎戰勇士。 湖人近期狀態不佳，勇士近期狀態不佳。 湖人目前排名第2位，勇士排名第3位。 雙方過去8次交手，湖人獲勝5場，平局1場，勇士獲勝2場。 湖人有11名主力球員可以出戰，勇士有9名主力球員可以出戰。 湖人目前有2名球員受傷，勇士有2名球員受傷。 比賽當天天氣為小雨，氣溫約8.6度。 根據賠率，湖人被看好獲勝。,湖人,勇士,1,平局,2,2,2025-06-05,basketball,nba
本場basketball比賽由熱火主場迎戰公牛。 熱火近期狀態不佳，公牛近期狀態不佳。 熱火目前排名第5位，公牛排名第6位。 雙方過去3次交手，熱火獲勝0場，平局2場，公牛獲勝1場。 熱火有9名主力球員可以出戰，公牛有9名主力球員可以出戰。 熱火目前有3名球員受傷，公牛有0名球員受傷。 比賽當天天氣為陰天，氣溫約20.1度。 根據賠率，熱火被看好獲勝。,熱火,公牛,0,客勝,2,3,2025-02-27,basketball,nba
本場basketball比賽由公牛主場迎戰勇士。 公牛近期狀態不佳，勇士近期狀態不佳。 公牛目前排名第6位，勇士排名第3位。 雙方過去5次交手，公牛獲勝4場，平局1場，勇士獲勝0場。 公牛有8名主力球員可以出戰，勇士有9名主力球員可以出戰。 公牛目前有1名球員受傷，勇士有1名球員受傷。 比賽當天天氣為晴天，氣溫約15.2度。 根據賠率，公牛被看好獲勝。,公牛,勇士,1,平局,3,3,2024-12-18,basketball,nba
本場basketball比賽由勇士主場迎戰湖人。 勇士近期狀態不佳，湖人近期狀態不佳。 勇士目前排名第3位，湖人排名第2位。 雙方過去3次交手，勇士獲勝3場，平局0場，湖人獲勝0場。 勇士有11名主力球員可以出戰，湖人有9名主力球員可以出戰。 勇士目前有2名球員受傷，湖人有3名球員受傷。 比賽當天天氣為小雨，氣溫約14.8度。 根據賠率，勇士被看好獲勝。,勇士,湖人,0,客勝,1,3,2024-08-02,basketball,nba
本場basketball比賽由塞爾提克主場迎戰76人。 塞爾提克近期狀態不佳，76人近期狀態不佳。 塞爾提克目前排名第1位，76人排名第4位。 雙方過去4次交手，塞爾提克獲勝1場，平局1場，76人獲勝2場。 塞爾提克有9名主力球員可以出戰，76人有11名主力球員可以出戰。 塞爾提克目前有2名球員受傷，76人有3名球員受傷。 比賽當天天氣為強風，氣溫約22.9度。 根據賠率，塞爾提克被看好獲勝。,塞爾提克,76人,2,主勝,2,1,2024-10-07,basketball,nba
本場basketball比賽由公牛主場迎戰湖人。 公牛近期狀態不佳，湖人近期狀態不佳。 公牛目前排名第6位，湖人排名第2位。 雙方過去7次交手，公牛獲勝5場，平局0場，湖人獲勝2場。 公牛有8名主力球員可以出戰，湖人有11名主力球員可以出戰。 公牛目前有2名球員受傷，湖人有3名球員受傷。 比賽當天天氣為小雨，氣溫約21.4度。 根據賠率，公牛被看好獲勝。,公牛,湖人,2,主勝,2,0,2024-07-30,basketball,nba
本場basketball比賽由76人主場迎戰公牛。 76人近期狀態不佳，公牛近期狀態不佳。 76人目前排名第4位，公牛排名第6位。 雙方過去5次交手，76人獲勝5場，平局0場，公牛獲勝0場。 76人有10名主力球員可以出戰，公牛有9名主力球員可以出戰。 76人目前有0名球員受傷，公牛有1名球員受傷。 比賽當天天氣為陰天，氣溫約28.8度。 根據賠率，76人被看好獲勝。,76人,公牛,2,主勝,3,0,2024-09-23,basketball,nba
本場basketball比賽由76人主場迎戰塞爾提克。 76人近期狀態不佳，塞爾提克近期狀態不佳。 76人目前排名第4位，塞爾提克排名第1位。 雙方過去8次交手，76人獲勝1場，平局2場，塞爾提克獲勝5場。 76人有9名主力球員可以出戰，塞爾提克有10名主力球員可以出戰。 76人目前有1名球員受傷，塞爾提克有3名球員受傷。 比賽當天天氣為強風，氣溫約23.9度。 根據賠率，76人被看好獲勝。,76人,塞爾提克,2,主勝,2,0,2025-05-13,basketball,nba
本場basketball比賽由熱火主場迎戰湖人。 熱火近期狀態不佳，湖人近期狀態不佳。 熱火目前排名第5位，湖人排名第2位。 雙方過去8次交手，熱火獲勝3場，平局2場，湖人獲勝3場。 熱火有8名主力球員可以出戰，湖人有8名主力球員可以出戰。 熱火目前有0名球員受傷，湖人有3名球員受傷。 比賽當天天氣為強風，氣溫約22.1度。 根據賠率，熱火被看好獲勝。,熱火,湖人,0,客勝,0,1,2024-11-17,basketball,nba
本場basketball比賽由湖人主場迎戰76人。 湖人近期狀態不佳，76人近期狀態不佳。 湖人目前排名第2位，76人排名第4位。 雙方過去1次交手，湖人獲勝0場，平局0場，76人獲勝1場。 湖人有9名主力球員可以出戰，76人有8名主力球員可以出戰。 湖人目前有0名球員受傷，76人有2名球員受傷。 比賽當天天氣為強風，氣溫約25.5度。 根據賠率，湖人被看好獲勝。,湖人,76人,1,平局,3,3,2025-05-09,basketball,nba
本場basketball比賽由公牛主場迎戰76人。 公牛近期狀態不佳，76人近期狀態不佳。 公牛目前排名第6位，76人排名第4位。 雙方過去7次交手，公牛獲勝2場，平局3場，76人獲勝2場。 公牛有8名主力球員可以出戰，76人有10名主力球員可以出戰。 公牛目前有2名球員受傷，76人有0名球員受傷。 比賽當天天氣為陰天，氣溫約21.3度。 根據賠率，公牛被看好獲勝。,公牛,76人,0,客勝,1,4,2024-09-30,basketball,nba
本場basketball比賽由76人主場迎戰湖人。 76人近期狀態不佳，湖人近期狀態不佳。 76人目前排名第4位，湖人排名第2位。 雙方過去6次交手，76人獲勝4場，平局1場，湖人獲勝1場。 76人有11名主力球員可以出戰，湖人有9名主力球員可以出戰。 76人目前有2名球員受傷，湖人有0名球員受傷。 比賽當天天氣為小雨，氣溫約11.9度。 根據賠率，76人被看好獲勝。,76人,湖人,1,平局,0,0,2025-04-26,basketball,nba
本場basketball比賽由76人主場迎戰塞爾提克。 76人近期狀態不佳，塞爾提克近期狀態不佳。 76人目前排名第4位，塞爾提克排名第1位。 雙方過去9次交手，76人獲勝4場，平局0場，塞爾提克獲勝5場。 76人有9名主力球員可以出戰，塞爾提克有9名主力球員可以出戰。 76人目前有3名球員受傷，塞爾提克有2名球員受傷。 比賽當天天氣為晴天，氣溫約21.7度。 根據賠率，76人被看好獲勝。,76人,塞爾提克,2,主勝,3,0,2025-02-05,basketball,nba
本場basketball比賽由湖人主場迎戰熱火。 湖人近期狀態不佳，熱火近期狀態不佳。 湖人目前排名第2位，熱火排名第5位。 雙方過去6次交手，湖人獲勝1場，平局0場，熱火獲勝5場。 湖人有11名主力球員可以出戰，熱火有11名主力球員可以出戰。 湖人目前有0名球員受傷，熱火有1名球員受傷。 比賽當天天氣為陰天，氣溫約16.1度。 根據賠率，湖人被看好獲勝。,湖人,熱火,2,主勝,1,0,2024-07-19,basketball,nba
本場basketball比賽由塞爾提克主場迎戰勇士。 塞爾提克近期狀態不佳，勇士近期狀態不佳。 塞爾提克目前排名第1位，勇士排名第3位。 雙方過去6次交手，塞爾提克獲勝0場，平局2場，勇士獲勝4場。 塞爾提克有10名主力球員可以出戰，勇士有11名主力球員可以出戰。 塞爾提克目前有0名球員受傷，勇士有1名球員受傷。 比賽當天天氣為強風，氣溫約22.0度。 根據賠率，塞爾提克被看好獲勝。,塞爾提克,勇士,1,平局,1,1,2025-05-08,basketball,nba
本場basketball比賽由湖人主場迎戰76人。 湖人近期狀態不佳，76人近期狀態不佳。 湖人目前排名第2位，76人排名第4位。 雙方過去4次交手，湖人獲勝1場，平局2場，76人獲勝1場。 湖人有11名主力球員可以出戰，76人有8名主力球員可以出戰。 湖人目前有0名球員受傷，76人有2名球員受傷。 比賽當天天氣為晴天，氣溫約28.7度。 根據賠率，湖人被看好獲勝。,湖人,76人,2,主勝,4,0,2025-04-04,basketball,nba
本場basketball比賽由熱火主場迎戰湖人。 熱火近期狀態不佳，湖人近期狀態不佳。 熱火目前排名第5位，湖人排名第2位。 雙方過去7次交手，熱火獲勝1場，平局3場，湖人獲勝3場。 熱火有9名主力球員可以出戰，湖人有10名主力球員可以出戰。 熱火目前有3名球員受傷，湖人有0名球員受傷。 比賽當天天氣為強風，氣溫約7.5度。 根據賠率，熱火被看好獲勝。,熱火,湖人,2,主勝,3,1,2024-10-02,basketball,nba
本場basketball比賽由勇士主場迎戰湖人。 勇士近期狀態不佳，湖人近期狀態不佳。 勇士目前排名第3位，湖人排名第2位。 雙方過去5次交手，勇士獲勝4場，平局0場，湖人獲勝1場。 勇士有10名主力球員可以出戰，湖人有11名主力球員可以出戰。 勇士目前有0名球員受傷，湖人有3名球員受傷。 比賽當天天氣為晴天，氣溫約17.8度。 根據賠率，勇士被看好獲勝。,勇士,湖人,1,平局,0,0,2025-01-12,basketball,nba
本場basketball比賽由塞爾提克主場迎戰公牛。 塞爾提克近期狀態不佳，公牛近期狀態不佳。 塞爾提克目前排名第1位，公牛排名第6位。 雙方過去5次交手，塞爾提克獲勝3場，平局2場，公牛獲勝0場。 塞爾提克有8名主力球員可以出戰，公牛有10名主力球員可以出戰。 塞爾提克目前有1名球員受傷，公牛有3名球員受傷。 比賽當天天氣為晴天，氣溫約7.9度。 根據賠率，塞爾提克被看好獲勝。,塞爾提克,公牛,1,平局,2,2,2024-12-03,basketball,nba
本場basketball比賽由76人主場迎戰公牛。 76人近期狀態不佳，公牛近期狀態不佳。 76人目前排名第4位，公牛排名第6位。 雙方過去10次交手，76人獲勝5場，平局1場，公牛獲勝4場。 76人有10名主力球員可以出戰，公牛有11名主力球員可以出戰。 76人目前有2名球員受傷，公牛有1名球員受傷。 比賽當天天氣為小雨，氣溫約7.4度。 根據賠率，76人被看好獲勝。,76人,公牛,0,客勝,2,3,2024-07-23,basketball,nba
本場basketball比賽由熱火主場迎戰76人。 熱火近期狀態不佳，76人近期狀態不佳。 熱火目前排名第5位，76人排名第4位。 雙方過去6次交手，熱火獲勝3場，平局2場，76人獲勝1場。 熱火有8名主力球員可以出戰，76人有10名主力球員可以出戰。 熱火目前有0名球員受傷，76人有1名球員受傷。 比賽當天天氣為強風，氣溫約16.3度。 根據賠率，熱火被看好獲勝。,熱火,76人,0,客勝,2,4,2025-04-13,basketball,nba
本場basketball比賽由公牛主場迎戰塞爾提克。 公牛近期狀態不佳，塞爾提克近期狀態不佳。 公牛目前排名第6位，塞爾提克排名第1位。 雙方過去5次交手，公牛獲勝2場，平局3場，塞爾提克獲勝0場。 公牛有10名主力球員可以出戰，塞爾提克有8名主力球員可以出戰。 公牛目前有3名球員受傷，塞爾提克有0名球員受傷。 比賽當天天氣為陰天，氣溫約23.1度。 根據賠率，公牛被看好獲勝。,公牛,塞爾提克,0,客勝,3,4,2025-04-08,basketball,nba
本場basketball比賽由76人主場迎戰熱火。 76人近期狀態不佳，熱火近期狀態不佳。 76人目前排名第4位，熱火排名第5位。 雙方過去6次交手，76人獲勝3場，平局2場，熱火獲勝1場。 76人有8名主力球員可以出戰，熱火有8名主力球員可以出戰。 76人目前有3名球員受傷，熱火有2名球員受傷。 比賽當天天氣為晴天，氣溫約8.7度。 根據賠率，76人被看好獲勝。,76人,熱火,2,主勝,2,0,2024-08-11,basketball,nba
本場basketball比賽由湖人主場迎戰熱火。 湖人近期狀態不佳，熱火近期狀態不佳。 湖人目前排名第2位，熱火排名第5位。 雙方過去8次交手，湖人獲勝4場，平局0場，熱火獲勝4場。 湖人有11名主力球員可以出戰，熱火有11名主力球員可以出戰。 湖人目前有0名球員受傷，熱火有2名球員受傷。 比賽當天天氣為陰天，氣溫約6.2度。 根據賠率，湖人被看好獲勝。,湖人,熱火,0,客勝,2,3,2025-02-25,basketball,nba
本場basketball比賽由湖人主場迎戰塞爾提克。 湖人近期狀態不佳，塞爾提克近期狀態不佳。 湖人目前排名第2位，塞爾提克排名第1位。 雙方過去6次交手，湖人獲勝4場，平局0場，塞爾提克獲勝2場。 湖人有10名主力球員可以出戰，塞爾提克有9名主力球員可以出戰。 湖人目前有0名球員受傷，塞爾提克有3名球員受傷。 比賽當天天氣為小雨，氣溫約8.5度。 根據賠率，湖人被看好獲勝。,湖人,塞爾提克,1,平局,3,3,2024-08-05,basketball,nba
本場basketball比賽由塞爾提克主場迎戰公牛。 塞爾提克近期狀態不佳，公牛近期狀態不佳。 塞爾提克目前排名第1位，公牛排名第6位。 雙方過去10次交手，塞爾提克獲勝3場，平局3場，公牛獲勝4場。 塞爾提克有9名主力球員可以出戰，公牛有10名主力球員可以出戰。 塞爾提克目前有0名球員受傷，公牛有3名球員受傷。 比賽當天天氣為陰天，氣溫約6.9度。 根據賠率，塞爾提克被看好獲勝。,塞爾提克,公牛,1,平局,2,2,2025-05-07,basketball,nba
本場basketball比賽由76人主場迎戰塞爾提克。 76人近期狀態不佳，塞爾提克近期狀態不佳。 76人目前排名第4位，塞爾提克排名第1位。 雙方過去8次交手，76人獲勝3場，平局2場，塞爾提克獲勝3場。 76人有10名主力球員可以出戰，塞爾提克有11名主力球員可以出戰。 76人目前有3名球員受傷，塞爾提克有2名球員受傷。 比賽當天天氣為強風，氣溫約14.9度。 根據賠率，76人被看好獲勝。,76人,塞爾提克,0,客勝,2,4,2024-10-26,basketball,nba
本場basketball比賽由熱火主場迎戰公牛。 熱火近期狀態不佳，公牛近期狀態不佳。 熱火目前排名第5位，公牛排名第6位。 雙方過去12次交手，熱火獲勝5場，平局3場，公牛獲勝4場。 熱火有8名主力球員可以出戰，公牛有8名主力球員可以出戰。 熱火目前有2名球員受傷，公牛有0名球員受傷。 比賽當天天氣為小雨，氣溫約26.5度。 根據賠率，熱火被看好獲勝。,熱火,公牛,2,主勝,2,1,2025-01-19,basketball,nba
本場basketball比賽由76人主場迎戰塞爾提克。 76人近期狀態不佳，塞爾提克近期狀態不佳。 76人目前排名第4位，塞爾提克排名第1位。 雙方過去11次交手，76人獲勝3場，平局3場，塞爾提克獲勝5場。 76人有10名主力球員可以出戰，塞爾提克有8名主力球員可以出戰。 76人目前有0名球員受傷，塞爾提克有1名球員受傷。 比賽當天天氣為晴天，氣溫約11.6度。 根據賠率，76人被看好獲勝。,76人,塞爾提克,2,主勝,3,2,2025-01-28,basketball,nba
本場basketball比賽由勇士主場迎戰76人。 勇士近期狀態不佳，76人近期狀態不佳。 勇士目前排名第3位，76人排名第4位。 雙方過去6次交手，勇士獲勝2場，平局0場，76人獲勝4場。 勇士有9名主力球員可以出戰，76人有10名主力球員可以出戰。 勇士目前有1名球員受傷，76人有1名球員受傷。 比賽當天天氣為晴天，氣溫約9.4度。 根據賠率，勇士被看好獲勝。,勇士,76人,1,平局,3,3,2024-08-11,basketball,nba
本場basketball比賽由公牛主場迎戰76人。 公牛近期狀態不佳，76人近期狀態不佳。 公牛目前排名第6位，76人排名第4位。 雙方過去10次交手，公牛獲勝5場，平局1場，76人獲勝4場。 公牛有11名主力球員可以出戰，76人有10名主力球員可以出戰。 公牛目前有2名球員受傷，76人有0名球員受傷。 比賽當天天氣為強風，氣溫約19.7度。 根據賠率，公牛被看好獲勝。,公牛,76人,1,平局,0,0,2025-05-18,basketball,nba
本場basketball比賽由熱火主場迎戰76人。 熱火近期狀態不佳，76人近期狀態不佳。 熱火目前排名第5位，76人排名第4位。 雙方過去4次交手，熱火獲勝1場，平局3場，76人獲勝0場。 熱火有9名主力球員可以出戰，76人有10名主力球員可以出戰。 熱火目前有0名球員受傷，76人有2名球員受傷。 比賽當天天氣為晴天，氣溫約25.7度。 根據賠率，熱火被看好獲勝。,熱火,76人,0,客勝,0,3,2024-10-25,basketball,nba
本場basketball比賽由76人主場迎戰勇士。 76人近期狀態不佳，勇士近期狀態不佳。 76人目前排名第4位，勇士排名第3位。 雙方過去5次交手，76人獲勝2場，平局2場，勇士獲勝1場。 76人有10名主力球員可以出戰，勇士有11名主力球員可以出戰。 76人目前有1名球員受傷，勇士有2名球員受傷。 比賽當天天氣為陰天，氣溫約19.8度。 根據賠率，76人被看好獲勝。,76人,勇士,2,主勝,1,0,2024-09-27,basketball,nba
本場basketball比賽由76人主場迎戰勇士。 76人近期狀態不佳，勇士近期狀態不佳。 76人目前排名第4位，勇士排名第3位。 雙方過去3次交手，76人獲勝1場，平局0場，勇士獲勝2場。 76人有8名主力球員可以出戰，勇士有11名主力球員可以出戰。 76人目前有3名球員受傷，勇士有2名球員受傷。 比賽當天天氣為陰天，氣溫約29.1度。 根據賠率，76人被看好獲勝。,76人,勇士,0,客勝,0,2,2025-03-05,basketball,nba
本場basketball比賽由湖人主場迎戰76人。 湖人近期狀態不佳，76人近期狀態不佳。 湖人目前排名第2位，76人排名第4位。 雙方過去5次交手，湖人獲勝2場，平局2場，76人獲勝1場。 湖人有8名主力球員可以出戰，76人有10名主力球員可以出戰。 湖人目前有0名球員受傷，76人有1名球員受傷。 比賽當天天氣為晴天，氣溫約25.7度。 根據賠率，湖人被看好獲勝。,湖人,76人,1,平局,0,0,2024-11-28,basketball,nba
本場basketball比賽由湖人主場迎戰塞爾提克。 湖人近期狀態不佳，塞爾提克近期狀態不佳。 湖人目前排名第2位，塞爾提克排名第1位。 雙方過去3次交手，湖人獲勝0場，平局1場，塞爾提克獲勝2場。 湖人有8名主力球員可以出戰，塞爾提克有9名主力球員可以出戰。 湖人目前有0名球員受傷，塞爾提克有1名球員受傷。 比賽當天天氣為強風，氣溫約24.3度。 根據賠率，湖人被看好獲勝。,湖人,塞爾提克,0,客勝,1,4,2024-08-28,basketball,nba
本場basketball比賽由塞爾提克主場迎戰熱火。 塞爾提克近期狀態不佳，熱火近期狀態不佳。 塞爾提克目前排名第1位，熱火排名第5位。 雙方過去9次交手，塞爾提克獲勝4場，平局0場，熱火獲勝5場。 塞爾提克有9名主力球員可以出戰，熱火有11名主力球員可以出戰。 塞爾提克目前有3名球員受傷，熱火有3名球員受傷。 比賽當天天氣為小雨，氣溫約6.5度。 根據賠率，塞爾提克被看好獲勝。,塞爾提克,熱火,1,平局,0,0,2025-04-13,basketball,nba
本場basketball比賽由公牛主場迎戰塞爾提克。 公牛近期狀態不佳，塞爾提克近期狀態不佳。 公牛目前排名第6位，塞爾提克排名第1位。 雙方過去4次交手，公牛獲勝2場，平局2場，塞爾提克獲勝0場。 公牛有8名主力球員可以出戰，塞爾提克有8名主力球員可以出戰。 公牛目前有0名球員受傷，塞爾提克有1名球員受傷。 比賽當天天氣為強風，氣溫約27.6度。 根據賠率，公牛被看好獲勝。,公牛,塞爾提克,0,客勝,3,4,2025-01-22,basketball,nba
本場basketball比賽由76人主場迎戰塞爾提克。 76人近期狀態不佳，塞爾提克近期狀態不佳。 76人目前排名第4位，塞爾提克排名第1位。 雙方過去12次交手，76人獲勝5場，平局3場，塞爾提克獲勝4場。 76人有8名主力球員可以出戰，塞爾提克有10名主力球員可以出戰。 76人目前有2名球員受傷，塞爾提克有0名球員受傷。 比賽當天天氣為陰天，氣溫約19.3度。 根據賠率，76人被看好獲勝。,76人,塞爾提克,0,客勝,1,4,2024-09-02,basketball,nba
本場basketball比賽由熱火主場迎戰湖人。 熱火近期狀態不佳，湖人近期狀態不佳。 熱火目前排名第5位，湖人排名第2位。 雙方過去2次交手，熱火獲勝1場，平局0場，湖人獲勝1場。 熱火有9名主力球員可以出戰，湖人有9名主力球員可以出戰。 熱火目前有0名球員受傷，湖人有2名球員受傷。 比賽當天天氣為強風，氣溫約19.3度。 根據賠率，熱火被看好獲勝。,熱火,湖人,2,主勝,2,1,2025-05-17,basketball,nba
本場basketball比賽由勇士主場迎戰熱火。 勇士近期狀態不佳，熱火近期狀態不佳。 勇士目前排名第3位，熱火排名第5位。 雙方過去9次交手，勇士獲勝2場，平局2場，熱火獲勝5場。 勇士有10名主力球員可以出戰，熱火有10名主力球員可以出戰。 勇士目前有1名球員受傷，熱火有3名球員受傷。 比賽當天天氣為小雨，氣溫約6.5度。 根據賠率，勇士被看好獲勝。,勇士,熱火,1,平局,1,1,2025-01-23,basketball,nba
本場basketball比賽由熱火主場迎戰塞爾提克。 熱火近期狀態不佳，塞爾提克近期狀態不佳。 熱火目前排名第5位，塞爾提克排名第1位。 雙方過去4次交手，熱火獲勝1場，平局1場，塞爾提克獲勝2場。 熱火有11名主力球員可以出戰，塞爾提克有10名主力球員可以出戰。 熱火目前有2名球員受傷，塞爾提克有3名球員受傷。 比賽當天天氣為陰天，氣溫約6.6度。 根據賠率，熱火被看好獲勝。,熱火,塞爾提克,1,平局,2,2,2024-09-25,basketball,nba
本場basketball比賽由勇士主場迎戰塞爾提克。 勇士近期狀態不佳，塞爾提克近期狀態不佳。 勇士目前排名第3位，塞爾提克排名第1位。 雙方過去5次交手，勇士獲勝2場，平局0場，塞爾提克獲勝3場。 勇士有8名主力球員可以出戰，塞爾提克有9名主力球員可以出戰。 勇士目前有1名球員受傷，塞爾提克有1名球員受傷。 比賽當天天氣為陰天，氣溫約7.4度。 根據賠率，勇士被看好獲勝。,勇士,塞爾提克,1,平局,3,3,2025-05-01,basketball,nba
本場basketball比賽由公牛主場迎戰塞爾提克。 公牛近期狀態不佳，塞爾提克近期狀態不佳。 公牛目前排名第6位，塞爾提克排名第1位。 雙方過去8次交手，公牛獲勝4場，平局0場，塞爾提克獲勝4場。 公牛有10名主力球員可以出戰，塞爾提克有9名主力球員可以出戰。 公牛目前有1名球員受傷，塞爾提克有0名球員受傷。 比賽當天天氣為陰天，氣溫約24.2度。 根據賠率，公牛被看好獲勝。,公牛,塞爾提克,2,主勝,2,0,2024-12-15,basketball,nba
本場basketball比賽由塞爾提克主場迎戰湖人。 塞爾提克近期狀態不佳，湖人近期狀態不佳。 塞爾提克目前排名第1位，湖人排名第2位。 雙方過去5次交手，塞爾提克獲勝1場，平局3場，湖人獲勝1場。 塞爾提克有9名主力球員可以出戰，湖人有10名主力球員可以出戰。 塞爾提克目前有2名球員受傷，湖人有3名球員受傷。 比賽當天天氣為小雨，氣溫約14.9度。 根據賠率，塞爾提克被看好獲勝。,塞爾提克,湖人,2,主勝,4,2,2024-07-18,basketball,nba
本場basketball比賽由塞爾提克主場迎戰湖人。 塞爾提克近期狀態不佳，湖人近期狀態不佳。 塞爾提克目前排名第1位，湖人排名第2位。 雙方過去7次交手，塞爾提克獲勝3場，平局2場，湖人獲勝2場。 塞爾提克有11名主力球員可以出戰，湖人有9名主力球員可以出戰。 塞爾提克目前有2名球員受傷，湖人有3名球員受傷。 比賽當天天氣為小雨，氣溫約8.4度。 根據賠率，塞爾提克被看好獲勝。,塞爾提克,湖人,0,客勝,2,3,2024-08-06,basketball,nba
本場basketball比賽由熱火主場迎戰湖人。 熱火近期狀態不佳，湖人近期狀態不佳。 熱火目前排名第5位，湖人排名第2位。 雙方過去6次交手，熱火獲勝5場，平局1場，湖人獲勝0場。 熱火有9名主力球員可以出戰，湖人有10名主力球員可以出戰。 熱火目前有2名球員受傷，湖人有1名球員受傷。 比賽當天天氣為小雨，氣溫約9.3度。 根據賠率，熱火被看好獲勝。,熱火,湖人,2,主勝,3,1,2024-09-25,basketball,nba
本場basketball比賽由公牛主場迎戰勇士。 公牛近期狀態不佳，勇士近期狀態不佳。 公牛目前排名第6位，勇士排名第3位。 雙方過去9次交手，公牛獲勝3場，平局2場，勇士獲勝4場。 公牛有10名主力球員可以出戰，勇士有11名主力球員可以出戰。 公牛目前有2名球員受傷，勇士有3名球員受傷。 比賽當天天氣為晴天，氣溫約26.9度。 根據賠率，公牛被看好獲勝。,公牛,勇士,1,平局,0,0,2025-05-02,basketball,nba
本場basketball比賽由湖人主場迎戰公牛。 湖人近期狀態不佳，公牛近期狀態不佳。 湖人目前排名第2位，公牛排名第6位。 雙方過去4次交手，湖人獲勝2場，平局1場，公牛獲勝1場。 湖人有10名主力球員可以出戰，公牛有8名主力球員可以出戰。 湖人目前有3名球員受傷，公牛有2名球員受傷。 比賽當天天氣為陰天，氣溫約26.1度。 根據賠率，湖人被看好獲勝。,湖人,公牛,2,主勝,2,0,2025-04-25,basketball,nba
本場basketball比賽由勇士主場迎戰塞爾提克。 勇士近期狀態不佳，塞爾提克近期狀態不佳。 勇士目前排名第3位，塞爾提克排名第1位。 雙方過去4次交手，勇士獲勝1場，平局3場，塞爾提克獲勝0場。 勇士有11名主力球員可以出戰，塞爾提克有10名主力球員可以出戰。 勇士目前有2名球員受傷，塞爾提克有3名球員受傷。 比賽當天天氣為強風，氣溫約22.9度。 根據賠率，勇士被看好獲勝。,勇士,塞爾提克,2,主勝,1,0,2024-11-16,basketball,nba
本場basketball比賽由塞爾提克主場迎戰熱火。 塞爾提克近期狀態不佳，熱火近期狀態不佳。 塞爾提克目前排名第1位，熱火排名第5位。 雙方過去9次交手，塞爾提克獲勝4場，平局1場，熱火獲勝4場。 塞爾提克有10名主力球員可以出戰，熱火有11名主力球員可以出戰。 塞爾提克目前有3名球員受傷，熱火有0名球員受傷。 比賽當天天氣為小雨，氣溫約19.2度。 根據賠率，塞爾提克被看好獲勝。,塞爾提克,熱火,1,平局,3,3,2024-10-09,basketball,nba
本場basketball比賽由湖人主場迎戰勇士。 湖人近期狀態不佳，勇士近期狀態不佳。 湖人目前排名第2位，勇士排名第3位。 雙方過去9次交手，湖人獲勝1場，平局3場，勇士獲勝5場。 湖人有11名主力球員可以出戰，勇士有9名主力球員可以出戰。 湖人目前有1名球員受傷，勇士有3名球員受傷。 比賽當天天氣為強風，氣溫約16.2度。 根據賠率，湖人被看好獲勝。,湖人,勇士,2,主勝,4,0,2024-08-03,basketball,nba
本場basketball比賽由湖人主場迎戰勇士。 湖人近期狀態不佳，勇士近期狀態不佳。 湖人目前排名第2位，勇士排名第3位。 雙方過去9次交手，湖人獲勝4場，平局3場，勇士獲勝2場。 湖人有8名主力球員可以出戰，勇士有9名主力球員可以出戰。 湖人目前有3名球員受傷，勇士有1名球員受傷。 比賽當天天氣為陰天，氣溫約10.5度。 根據賠率，湖人被看好獲勝。,湖人,勇士,0,客勝,0,1,2024-06-25,basketball,nba
本場basketball比賽由公牛主場迎戰湖人。 公牛近期狀態不佳，湖人近期狀態不佳。 公牛目前排名第6位，湖人排名第2位。 雙方過去9次交手，公牛獲勝2場，平局2場，湖人獲勝5場。 公牛有8名主力球員可以出戰，湖人有11名主力球員可以出戰。 公牛目前有3名球員受傷，湖人有0名球員受傷。 比賽當天天氣為晴天，氣溫約5.9度。 根據賠率，公牛被看好獲勝。,公牛,湖人,1,平局,1,1,2024-12-23,basketball,nba
